personid,vehicleid,crashid,personinvolvementcd,sex,dob,personalinjurylevel,seatlocationcd,transportedind,ejectionind,airbagcd,alcoholuseind,pedestrianlocationcd,pedestriantype,pedestrianschoolinfoind,ageatcrash,contribcirccd1,contribcirccd2,contribcirccd3,contribcirccd4,contribcirccd5,contribcirccd6,contribcirccd7,contribcirccd8,contribcirccd9,contribcirccd10,contribcirccd11,contribcirccd12,distractioncd1,distractioncd2,distractioncd3,distractioncd4,pedestrianactioncd1,pedestrianactioncd2,pedestrianactioncd3,pedestrianactioncd4,pedestrianactioncd5,safetydevicecd1,safetydevicecd2
2130011020V1P1I01   ,2130011020V1 ,2130011020,1,U,0001-01-01,U,NA,NA,NA,  ,U ,NA,N ,  ,999,11,,,,,,,,,,,,,,,,,,,,,,
3130021358V1P1I01   ,3130021358V1 ,3130021358,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,6,,,,,,,,,,,,,,,,,,,,U ,
0130023029V1P1I01   ,0130023029V1 ,130023029,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130063690V1P1I01   ,0130063690V1 ,130063690,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,,
0130054055V1P1I01   ,0130054055V1 ,130054055,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130008536V1P1I01   ,2130008536V1 ,2130008536,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130034593V1P1I01   ,0130034593V1 ,130034593,1,U,0001-01-01,U,FL,U ,U ,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130075862V1P1I01   ,0130075862V1 ,130075862,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130034755V1P2I01   ,0130034755V1 ,130034755,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130012839V1P1I01   ,2130012839V1 ,2130012839,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,4,5,13,19,33,21,,,,,,,15,,,,,,,,,U ,
0130062127V2P1I01   ,0130062127V2 ,130062127,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130032655V1P1I01   ,2130032655V1 ,2130032655,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,13,5,,,,,,,,,,,,,,,,,,,,U ,
2130035033V1P1I01   ,2130035033V1 ,2130035033,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130084467V1P1I01   ,0130084467V1 ,130084467,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130056347V1P1I01   ,0130056347V1 ,130056347,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,21,,,,,,,,,,,,,,,,,,,,,U ,
0130070212V1P1I01   ,0130070212V1 ,130070212,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,9,5,,,,,,,,,,,,,,,,,,,,,
0130077778V1P1I01   ,0130077778V1 ,130077778,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130013357V1P1I01   ,2130013357V1 ,2130013357,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
2130024191V2P3I01   ,2130024191V2 ,2130024191,1,U,7/29/53,5,FL,1,2,3,N ,NA,N ,  ,60,U ,,,,,,,,,,,,,,,,,,,,,5,
0130074699V1P1I01   ,0130074699V1 ,130074699,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130020581V2P2I01   ,2130020581V2 ,2130020581,1,U,2/21/95,3,FL,1,2,1,U ,NA,N ,  ,18,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130005178V1P1I01   ,3130005178V1 ,3130005178,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,8,,,,,,,,,,,,,,,,,,,,,U ,
0130049220V1P1I01   ,0130049220V1 ,130049220,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130002996V1P1I01   ,2130002996V1 ,2130002996,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
0130085083V1P1I01   ,0130085083V1 ,130085083,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130029540V1P1I01   ,0130029540V1 ,130029540,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130035105V1P1I01   ,0130035105V1 ,130035105,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130010019V1P1I01   ,2130010019V1 ,2130010019,1,U,7/22/60,1,FL,1,2,3,Y ,NA,N ,  ,52,18,,,,,,,,,,,,,,,,,,,,,U ,
0130084926V1P1I01   ,0130084926V1 ,130084926,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130047499V1P1I01   ,0130047499V1 ,130047499,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,7,,,,,,,,,,,,,,,,,,,,,5,
0130028287V1P2I01   ,0130028287V1 ,130028287,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,U ,
0130048741V1P1I01   ,0130048741V1 ,130048741,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130063487V1P1I01   ,0130063487V1 ,130063487,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,17,7,,,,,,,,,,,,,,,,,,,,U ,
0130055989V1P1I01   ,0130055989V1 ,130055989,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130018686V2P2I01   ,2130018686V2 ,2130018686,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130056522V1P1I01   ,0130056522V1 ,130056522,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055073V1P1I01   ,0130055073V1 ,130055073,1,U,0001-01-01,U,FL,NA,NA,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,5,
0130068822V1P1I01   ,0130068822V1 ,130068822,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,,
0130028245V1P1I01   ,0130028245V1 ,130028245,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130062584V2P1I01   ,0130062584V2 ,130062584,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,12,,,,,,,,,,,,,,,,,,,,,U ,
0130066715V1P1I01   ,0130066715V1 ,130066715,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130029026V1P1I01   ,0130029026V1 ,130029026,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,2,
0130042886V1P1I01   ,0130042886V1 ,130042886,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130034014V1P1I01   ,0130034014V1 ,130034014,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130015555V1P1I01   ,0130015555V1 ,130015555,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130082572V1P1I01   ,0130082572V1 ,130082572,1,U,0001-01-01,U,FL,U ,U ,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130012597V1P1I01   ,0130012597V1 ,130012597,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130017119V1P1I01   ,2130017119V1 ,2130017119,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,12,,,,,,,,,,,,,,,,,,,,,U ,
0130035654V1P1I01   ,0130035654V1 ,130035654,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130005867V1P1I01   ,2130005867V1 ,2130005867,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130074430V1P1I01   ,0130074430V1 ,130074430,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130027925V1P1I01   ,0130027925V1 ,130027925,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130020372V2P3I01   ,3130020372V2 ,3130020372,1,U,0001-01-01,U,XX,NA,U ,U ,U ,NA,  ,  ,999,33,,,,,,,,,,,,,,,,,,,,,U ,
3130021940V2P3I01   ,3130021940V2 ,3130021940,1,U,0001-01-01,U,FL,U ,2,3,U ,NA,  ,  ,999,30,,,,,,,,,,,,,,,,,,,,,U ,
3130020359V1P1I01   ,3130020359V1 ,3130020359,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,3,,,,,,,,,,,,,,,,,,,,,U ,
0130064008V1P1I01   ,0130064008V1 ,130064008,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130032511V1P1I01   ,2130032511V1 ,2130032511,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130017500V1P1I01   ,0130017500V1 ,130017500,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130076803V1P1I01   ,0130076803V1 ,130076803,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,5,
2130017048V1P1I01   ,2130017048V1 ,2130017048,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130003024V2P3I01   ,2130003024V2 ,2130003024,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130013371V1P1I01   ,0130013371V1 ,130013371,1,U,0001-01-01,5,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130029070V1P1I01   ,0130029070V1 ,130029070,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130047080V1P1I01   ,0130047080V1 ,130047080,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130055163V1P1I01   ,0130055163V1 ,130055163,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130026517V1P1I01   ,2130026517V1 ,2130026517,1,U,3/18/71,5,FL,1,2,3,N ,NA,N ,  ,42,17,,,,,,,,,,,,,,,,,,,,,5,
0130048753V1P1I01   ,0130048753V1 ,130048753,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041046V1P1I01   ,0130041046V1 ,130041046,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130003929V2P3I01   ,2130003929V2 ,2130003929,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,6,,,,,,,,,,,,,,,,,,,,,U ,
0130036655V4P1I01   ,0130036655V4 ,130036655,1,U,0001-01-01,U,FL,NA,NA,  ,N ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
0130016674V1P1I01   ,0130016674V1 ,130016674,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130030730V1P1I01   ,0130030730V1 ,130030730,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130020798V1P1I01   ,3130020798V1 ,3130020798,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130054028V1P1I01   ,0130054028V1 ,130054028,1,U,12/5/84,5,FL,1,2,3,U ,NA,  ,  ,28,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130071525V1P1I01   ,0130071525V1 ,130071525,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
0130082861V1P1I01   ,0130082861V1 ,130082861,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130021250V1P1I01   ,0130021250V1 ,130021250,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130003250V1P1I01   ,2130003250V1 ,2130003250,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130076722V1P1I01   ,0130076722V1 ,130076722,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,U ,
0130076126V1P1I01   ,0130076126V1 ,130076126,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081824V1P1I01   ,0130081824V1 ,130081824,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130031195V1P1I01   ,3130031195V1 ,3130031195,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130027542V1P1I01   ,0130027542V1 ,130027542,1,U,8/29/87,5,FL,1,2,3,N ,NA,  ,  ,25,5,9,,,,,,,,,,,,,,,,,,,,5,
0130022231V1P1I01   ,0130022231V1 ,130022231,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130079700V1P1I01   ,0130079700V1 ,130079700,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130026073V1P1I01   ,0130026073V1 ,130026073,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,9,13,,,,,,,,,,,,,,,,,,,,5,
0130028024V1P1I01   ,0130028024V1 ,130028024,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,,
0130067180V1P1I01   ,0130067180V1 ,130067180,1,U,0001-01-01,U,FL,U ,U ,5,Y ,NA,  ,  ,999,4,18,,,,,,,,,,,,,,,,,,,,U ,
0130034591V1P1I01   ,0130034591V1 ,130034591,1,U,0001-01-01,U,FL,NA,NA,3,U ,NA,  ,  ,999,5,,,,,,,,,,,,,,,,,,,,,U ,
0130034017V1P1I01   ,0130034017V1 ,130034017,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130017640V1P1I01   ,0130017640V1 ,130017640,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
3130008836V2P5I01   ,3130008836V2 ,3130008836,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130049088V1P1I01   ,0130049088V1 ,130049088,1,U,0001-01-01,U,FL,U ,U ,U ,Y ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130079859V1P1I01   ,0130079859V1 ,130079859,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130041289V1P1I01   ,0130041289V1 ,130041289,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,4,,,,,,,,,,,,,,,,,,,,,U ,
0130085310V1P1I01   ,0130085310V1 ,130085310,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130009474V2P3I01   ,2130009474V2 ,2130009474,1,U,0001-01-01,U,NA,U ,U ,  ,U ,NA,N ,  ,999,26,,,,,,,,,,,,,,,,,,,,,U ,
0130024159V2P1I01   ,0130024159V2 ,130024159,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130019071V1P1I01   ,0130019071V1 ,130019071,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,21,,,,,,,,,,,,15,,,,,,,,,,
0130058975V1P1I01   ,0130058975V1 ,130058975,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130070922V1P1I01   ,0130070922V1 ,130070922,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130033497V2P3I01   ,2130033497V2 ,2130033497,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
3130003490V2P3I01   ,3130003490V2 ,3130003490,1,U,0001-01-01,5,XX,NA,U ,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130005323V4P6I01   ,2130005323V4 ,2130005323,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130042600V1P1I01   ,0130042600V1 ,130042600,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
0130056231V1P1I01   ,0130056231V1 ,130056231,1,U,0001-01-01,U,FL,1,NA,3,N ,NA,  ,  ,999,11,,,,,,,,,,,,,,,,,,,,,1,
0130055724V1P1I01   ,0130055724V1 ,130055724,1,U,0001-01-01,U,FL,1,2,1,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130000057V1P1I01   ,2130000057V1 ,2130000057,1,U,5/14/79,3,FL,2,2,5,Y ,NA,N ,  ,33,18,,,,,,,,,,,,,,,,,,,,,2,
0130014567V1P1I01   ,0130014567V1 ,130014567,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130027902V1P1I01   ,0130027902V1 ,130027902,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,4,7,,,,,,,,,,,,,,,,,,,,,
0130087267V1P1I01   ,0130087267V1 ,130087267,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130028314V1P1I01   ,2130028314V1 ,2130028314,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130040298V1P1I01   ,0130040298V1 ,130040298,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130057695V2P1I01   ,0130057695V2 ,130057695,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130059796V1P1I01   ,0130059796V1 ,130059796,1,U,0001-01-01,U,FL,U ,U ,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130012261V1P1I01   ,0130012261V1 ,130012261,1,U,0001-01-01,5,FL,NA,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130076748V1P1I01   ,0130076748V1 ,130076748,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,,
2130010594V1P1I01   ,2130010594V1 ,2130010594,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130020667V1P1I01   ,0130020667V1 ,130020667,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130036901V1P1I01   ,0130036901V1 ,130036901,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,6,,,,,,,,,,,,,,,,,,,,,,
3130018215V2P3I01   ,3130018215V2 ,3130018215,1,U,0001-01-01,U,XX,NA,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130026017V2P3I01   ,2130026017V2 ,2130026017,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130034907V2P3I01   ,2130034907V2 ,2130034907,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,7,,,,,,,,,,,,,,,,,,,,,U ,
0130042442V1P1I01   ,0130042442V1 ,130042442,1,U,0001-01-01,U,FL,NA,NA,  ,N ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,,
3130002964V1P1I01   ,3130002964V1 ,3130002964,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130085493V1P1I01   ,0130085493V1 ,130085493,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,9,,,,,,,,,,,,,,,,,,,,,U ,
0130015928V1P1I01   ,0130015928V1 ,130015928,1,U,0001-01-01,5,FL,1,2,5,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130002547V2P3I01   ,3130002547V2 ,3130002547,1,U,0001-01-01,U,XX,U ,2,U ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,U ,
0130057941V1P1I01   ,0130057941V1 ,130057941,1,U,0001-01-01,U,FL,1,2,10,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130008995V1P1I01   ,2130008995V1 ,2130008995,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130021284V1P1I01   ,0130021284V1 ,130021284,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130006088V1P1I01   ,2130006088V1 ,2130006088,1,U,0001-01-01,U,NA,NA,NA,  ,U ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,,
0130073016V1P1I01   ,0130073016V1 ,130073016,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130068365V1P1I01   ,0130068365V1 ,130068365,1,U,0001-01-01,U,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130049514V1P1I01   ,0130049514V1 ,130049514,1,U,0001-01-01,U,FL,1,2,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
3130009726V1P1I01   ,3130009726V1 ,3130009726,1,U,0001-01-01,U,FL,1,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130031755V1P1I01   ,0130031755V1 ,130031755,1,U,0001-01-01,5,FL,1,2,U ,U ,NA,  ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
2130033291V1P1I01   ,2130033291V1 ,2130033291,1,U,0001-01-01,U,XX,U ,U ,U ,N ,NA,N ,  ,999,13,,,,,,,,,,,,,,,,,,,,,U ,
0130067551V1P1I01   ,0130067551V1 ,130067551,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130028591V1P1I01   ,0130028591V1 ,130028591,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130033206V1P1I01   ,0130033206V1 ,130033206,1,U,0001-01-01,U,NA,NA,NA,  ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130056926V1P1I01   ,0130056926V1 ,130056926,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130018265V1P1I01   ,0130018265V1 ,130018265,1,U,0001-01-01,U,FL,NA,NA,  ,U ,NA,  ,  ,999,22,,,,,,,,,,,,,,,,,,,,,,
0130039163V1P1I01   ,0130039163V1 ,130039163,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,13,21,,,,,,,,,,,15,,,,,,,,,U ,
0130036569V1P1I01   ,0130036569V1 ,130036569,1,U,0001-01-01,5,FL,1,2,1,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,1,
0130081870V1P1I01   ,0130081870V1 ,130081870,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
2130011490V1P1I01   ,2130011490V1 ,2130011490,1,U,0001-01-01,U,XX,U ,U ,U ,U ,NA,N ,  ,999,13,8,,,,,,,,,,,,,,,,,,,,U ,
2130021727V2P3I01   ,2130021727V2 ,2130021727,1,U,5/16/91,5,FL,1,2,3,N ,NA,N ,  ,22,9,,,,,,,,,,,,,,,,,,,,,5,
0130017951V1P1I01   ,0130017951V1 ,130017951,1,U,0001-01-01,U,FL,U ,2,U ,U ,NA,  ,  ,999,17,,,,,,,,,,,,,,,,,,,,,U ,
0130037484V1P1I01   ,0130037484V1 ,130037484,1,U,0001-01-01,5,FL,1,2,3,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
0130081853V1P1I01   ,0130081853V1 ,130081853,1,U,0001-01-01,U,FL,U ,U ,U ,U ,NA,  ,  ,999,U ,,,,,,,,,,,,,,,,,,,,,U ,
